Timestamp,Вы из этого населенного пункта? (указываем название нас пункта),"Скажите, пожалуйста, какой у Вас возраст",Укажите пол,Пойдёте ли на президентские выборы?,Будете голосовать досрочно?,За кого планируете голосовать/проголосовали?,Ваш уровень образования?,"Сообщите, пожалуйста, совокупный месячный доход Вашей семьи в бел.руб.",Какими инструментами коммуникации Вы пользуетесь?,Код волонтёра ,Произвольный комментарий волонтера,тип нп,регион
8/1/2020 17:36:35,Глуск,18-30,Жен,Да,,Затрудняюсь ответить,Среднее специальное,1000 - 2000,,4,Замужем,город,6
8/1/2020 17:37:41,Славковичи,41-50,Жен,Да,,Лукашенко,Базовое \ Среднее,До 500,,4,Многодетная мать,село,6
8/1/2020 17:38:17,Славковичи ,51-60,Муж,Да,,Лукашенко,Базовое \ Среднее,До 500,,4,Многодетная отец,село,6
8/1/2020 17:38:57,Глуск,18-30,Муж,Да,,Тихановская,Высшее,1000 - 2000,,4,Молодая семья,город,6
8/1/2020 17:48:56,Славковичи,18-30,Жен,Да,,Лукашенко,Высшее,До 500,,4,Учитель физкультуры,село,6
8/1/2020 18:17:12,Славковичи,51-60,Жен,Да,,Лукашенко,Базовое \ Среднее,500 - 1000,,4,Многодетная мать,село,6
8/1/2020 20:07:40,Минск,старше 60,Жен,Да,,Тихановская,Высшее,1000 - 2000,,,,город,7
8/1/2020 20:11:00,Лесной ,41-50,Жен,Да,,Тихановская,Высшее,выше 2000,,48,,город,5
8/1/2020 20:13:52,Лесной,старше 60,Жен,Да,,Тихановская,Среднее специальное,До 500,,48,,город,5
8/1/2020 20:16:55,Лесной ,31-40,Муж,Да,,Тихановская,Высшее,выше 2000,,48,,город,5
8/1/2020 20:38:41,Лесной,18-30,Жен,Да,,Тихановская,Среднее специальное,500 - 1000,,48,,город,5
8/1/2020 20:46:13,Лесной ,41-50,Муж,Да,,Против всех,Высшее,выше 2000,,48,,город,5
8/1/2020 20:53:37,Лесной ,31-40,Жен,Да,,Тихановская,Высшее,Не хочу отвечать на этот вопрос,,48,,город,5
8/1/2020 20:58:28,Лесной ,41-50,Муж,Да,,Тихановская,Высшее,Не хочу отвечать на этот вопрос,,48,,город,5
8/1/2020 21:05:03,Лесной,старше 60,Жен,Да,,Лукашенко,Среднее специальное,Не хочу отвечать на этот вопрос,,48,,город,5
8/2/2020 0:02:13,Заелица,18-30,Муж,Да,,Затрудняюсь ответить,Профессионально-техническое,1000 - 2000,,4,Молодая семья ,село,6
8/2/2020 0:03:18,Заелица,18-30,Жен,Да,,Тихановская,Профессионально-техническое,До 500,,4,Молодая семья,село,6
8/2/2020 9:55:54,Узда,51-60,Жен,Да,,Против всех,Среднее специальное,500 - 1000,,,,город,5
8/2/2020 12:34:52,"д.Шумаки, Брестский район.",41-50,Жен,Да,,Тихановская,Базовое \ Среднее,500 - 1000,,29,Нет,село,1
8/2/2020 12:38:12,Брест,31-40,Муж,Да,,Тихановская,Среднее специальное,1000 - 2000,,,Нет,город,1
8/2/2020 12:49:40,Д. Батчи,41-50,Муж,Да,,Лукашенко,Профессионально-техническое,500 - 1000,,61,,село,1
8/2/2020 12:52:55,Д. Батчи,41-50,Жен,Да,,Лукашенко,Среднее специальное,500 - 1000,,61,,село,1
8/2/2020 12:56:22,Д. Батчи,41-50,Жен,Да,,Тихановская,Среднее специальное,1000 - 2000,,61,,село,1
8/2/2020 12:57:12,Д. Батчи,31-40,Муж,Да,,Затрудняюсь ответить,Среднее специальное,1000 - 2000,,61,,село,1
8/2/2020 12:58:32,Д. Батчи,51-60,Муж,Да,,Затрудняюсь ответить,Среднее специальное,Не хочу отвечать на этот вопрос,,61,Сказал что пойдёт на досрочные выборы,село,1
8/2/2020 12:59:29,Д. Батчи,31-40,Муж,Да,,Затрудняюсь ответить,Среднее специальное,Не хочу отвечать на этот вопрос,,61,,село,1
8/2/2020 13:00:19,Д. Шиповичи,41-50,Жен,Да,,Лукашенко,Профессионально-техническое,1000 - 2000,,29,,село,1
8/2/2020 13:01:50,Д. Батчи,старше 60,Муж,Да,,Лукашенко,Высшее,Не хочу отвечать на этот вопрос,,61,,село,1
8/2/2020 13:02:31,Город. Кобрин,18-30,Муж,Нет,,Не пойду,Профессионально-техническое,1000 - 2000,,61,,город,1
8/2/2020 13:03:17,Д. Батчи,41-50,Жен,Да,,Лукашенко,Среднее специальное,500 - 1000,,61,,село,1
8/2/2020 13:03:57,Д. Батчи,18-30,Муж,Да,,Тихановская,Среднее специальное,Не хочу отвечать на этот вопрос,,61,,село,1
8/2/2020 13:05:11,Д. Батчи,51-60,Жен,Да,,Затрудняюсь ответить,Среднее специальное,До 500,,61,,село,1
8/2/2020 13:05:22,а.г. Клейники,старше 60,Жен,Нет,,Против всех,Базовое \ Среднее,500 - 1000,,29,Нет,село,1
8/2/2020 13:06:01,Д. Батчи,старше 60,Жен,Да,,Лукашенко,Среднее специальное,500 - 1000,,61,,село,1
8/2/2020 13:06:36,Д. Батчи,31-40,Жен,Да,,Затрудняюсь ответить,Среднее специальное,Не хочу отвечать на этот вопрос,,61,,село,1
8/2/2020 13:07:21,Д. Шиповичи,41-50,Муж,Да,,Затрудняюсь ответить,Профессионально-техническое,Не хочу отвечать на этот вопрос,,29,,село,1
8/2/2020 13:08:15,Город. Кобрин,18-30,Муж,Нет,,Не пойду,Среднее специальное,Не хочу отвечать на этот вопрос,,61,,город,1
8/2/2020 13:09:31,Д. Батчи,51-60,Муж,Да,,Затрудняюсь ответить,Высшее,выше 2000,,61,Сказал точно не за Лукашенко,село,1
8/2/2020 13:10:07,Д. Шиповичи,старше 60,Муж,Да,,Лукашенко,Высшее,1000 - 2000,,29,,село,1
8/2/2020 13:10:46,Д. Батчи,51-60,Жен,Да,,Лукашенко,Среднее специальное,500 - 1000,,61,,село,1
8/2/2020 13:11:33,Город. Магилев,18-30,Муж,Да,,Тихановская,Высшее,выше 2000,,,,город,6
8/2/2020 13:12:02,Брест,старше 60,Жен,Да,,Лукашенко,Базовое \ Среднее,До 500,,,Нет,город,1
8/2/2020 13:12:42,Город. Магилев,18-30,Жен,Да,,Тихановская,Высшее,выше 2000,,,,город,6
8/2/2020 13:13:56,Д. Батчи,старше 60,Жен,Да,,Черечень,Высшее,Не хочу отвечать на этот вопрос,,61,Какая-то родственница Черечня,село,1
8/2/2020 13:14:24,Город. Жабинка,18-30,Муж,Да,,Тихановская,Среднее специальное,Не хочу отвечать на этот вопрос,,,,город,1
8/2/2020 13:14:51,"д. Требует, Брестский район.",51-60,Муж,Да,,Лукашенко,Высшее,выше 2000,,29,,село,1
8/2/2020 13:14:51,"д. Требует, Брестский район.",51-60,Муж,Да,,Лукашенко,Высшее,выше 2000,,29,,село,1
8/2/2020 13:17:01,"д. Костыли, Брестский район",41-50,Муж,Да,,Затрудняюсь ответить,Среднее специальное,1000 - 2000,,29,Нет,село,1
8/2/2020 13:21:57,"а.г. Клейники, Брестский район",старше 60,Жен,Да,,Лукашенко,Среднее специальное,До 500,,29,,село,1
8/2/2020 13:34:53,г.Брест,31-40,Жен,Да,,Тихановская,Высшее,выше 2000,,,Нет,город,1
8/2/2020 13:40:30,а.г. Клейники,18-30,Муж,Да,,Лукашенко,Базовое \ Среднее,1000 - 2000,,29,Нет,село,1
8/2/2020 21:03:47,миоры,41-50,Жен,Да,Нет,Затрудняюсь ответить,Базовое \ Среднее,500 - 1000,"Телевидение, Одноклассники",1,,город,2
8/2/2020 21:06:51,миоры,старше 60,Жен,Да,Нет,Затрудняюсь ответить,Высшее,500 - 1000,Телевидение,1,,город,2
8/2/2020 21:10:49,миоры,старше 60,Муж,Да,Нет,Тихановская,Среднее специальное,500 - 1000,Телевидение,1,,город,2
8/2/2020 21:19:02,миоры,41-50,Муж,Да,Нет,Тихановская,Базовое \ Среднее,500 - 1000,"Радио, Телевидение, Youtube",1,,город,2
8/2/2020 21:21:11,миоры,18-30,Муж,Нет,Нет,Не пойду,Профессионально-техническое,500 - 1000,"Вконтакте, Youtube",1,,город,2
8/2/2020 21:27:47,миоры,41-50,Жен,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Телевидение, Viber, Одноклассники",1,,город,2
8/2/2020 21:34:13,миоры,18-30,Жен,Да,Нет,Затрудняюсь ответить,Высшее,1000 - 2000,"Телевидение, Viber, Одноклассники, Вконтакте, Youtube",1,,город,2
8/2/2020 22:35:30,д.Батчи,18-30,Жен,Да,Нет,Тихановская,Высшее,Не хочу отвечать на этот вопрос,Youtube,61,,село,1
8/2/2020 22:37:20,д.Батчи,51-60,Муж,Да,Да,Тихановская,Среднее специальное,500 - 1000,Youtube,61,,село,1
8/2/2020 22:38:14,д.Шиповичи,51-60,Жен,Да,Затрудняюсь ответить,Затрудняюсь ответить,Базовое \ Среднее,Не хочу отвечать на этот вопрос,Бумажная пресса,61,,село,1
8/2/2020 22:39:05,д.Батчи,18-30,Муж,Нет,Нет,Не пойду,Среднее специальное,Не хочу отвечать на этот вопрос,Youtube,61,,село,1
8/2/2020 22:39:52,д.Батчи,18-30,Муж,Да,Нет,Лукашенко,Высшее,1000 - 2000,Телевидение,61,,село,1
8/2/2020 22:40:49,д.Шиповичи,41-50,Жен,Да,Затрудняюсь ответить,Затрудняюсь ответить,Среднее специальное,Не хочу отвечать на этот вопрос,Телевидение,61,,село,1
8/2/2020 23:30:45,Острошицы,старше 60,Муж,Затрудняюсь ответить,Нет,Лукашенко,Высшее,500 - 1000,,52,"Возможно, по поводу Лукашенки, пошутил",село,5
8/2/2020 23:31:52,Острошицы,41-50,Муж,Да,Нет,Тихановская,Другое \ не хочу отвечать,500 - 1000,,52,,село,5
8/2/2020 23:34:05,минск,старше 60,Муж,Да,Нет,Тихановская,,До 500,,52,,город,7
8/2/2020 23:35:25,Минск,старше 60,Муж,Да,Нет,Тихановская,Среднее специальное,500 - 1000,,52,,город,7
8/2/2020 23:36:44,Острошицы,51-60,Жен,Да,Нет,Лукашенко,Среднее специальное,500 - 1000,,52,,село,5
8/2/2020 23:38:10,Минск,51-60,Муж,Да,Нет,Против всех,Среднее специальное,500 - 1000,,52,,город,7
8/2/2020 23:39:34,Минск,18-30,Муж,Да,Нет,Тихановская,Среднее специальное,1000 - 2000,,52,,город,7
8/2/2020 23:40:44,Острошицы,старше 60,Жен,Да,Затрудняюсь ответить,Лукашенко,Высшее,До 500,,52,,село,5
8/2/2020 23:42:10,Фаниполь,18-30,Муж,Да,Нет,Тихановская,Базовое \ Среднее,500 - 1000,,52,,город,5
8/2/2020 23:42:49,Острошицы,18-30,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,,52,,село,5
8/3/2020 0:31:43,Заелица,18-30,Муж,Да,Нет,Тихановская,Высшее,500 - 1000,"Телевидение, Viber, Telegram, Вконтакте, Youtube",4,Айтишник,село,6
8/3/2020 0:32:39,Заелица,41-50,Муж,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Радио, Телевидение",4,Лесничий,село,6
8/3/2020 0:33:20,Заелица,41-50,Жен,Да,Нет,Затрудняюсь ответить,Высшее,500 - 1000,Телевидение,4,Учитель,село,6
8/3/2020 7:17:40,Поставы,18-30,Жен,Да,Нет,Затрудняюсь ответить,Высшее,500 - 1000,"Viber, Telegram, Вконтакте",4,,город,2
8/3/2020 7:20:20,Родошковичи,18-30,Жен,Да,Нет,Тихановская,Высшее,500 - 1000,"Радио, Телевидение, Viber, Telegram, Вконтакте",4,,город,5
8/3/2020 7:23:27,Витебск,31-40,Муж,Да,Нет,Тихановская,Высшее,выше 2000,"Viber, Telegram, Вконтакте, Youtube",4,Программист,город,2
8/3/2020 7:24:31,Заелица,41-50,Муж,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Радио, Телевидение, Бумажная пресса",4,,село,6
8/3/2020 7:26:44,Витебск,старше 60,Муж,Да,Затрудняюсь ответить,Лукашенко,Среднее специальное,500 - 1000,"Радио, Телевидение, Бумажная пресса, Viber, Одноклассники, Вконтакте, Youtube",4,"Пенсионер, работает",город,2
8/3/2020 8:26:54,д.Клейники Брестский район,51-60,Жен,Да,Затрудняюсь ответить,Затрудняюсь ответить,Среднее специальное,500 - 1000,"Телевидение, Бумажная пресса",29,,село,1
8/3/2020 9:08:04,"Д. Нэпли, Брестский район.",51-60,Муж,Да,Нет,Затрудняюсь ответить,Базовое \ Среднее,1000 - 2000,"Телевидение, Одноклассники",29,,село,1
8/3/2020 9:17:53,"а.г.Клейники, Брестский район.",31-40,Жен,Да,Нет,Черечень,Высшее,Не хочу отвечать на этот вопрос,"Радио, Телевидение, Бумажная пресса, Viber, Telegram, Одноклассники, Вконтакте, Youtube",29,,село,1
8/3/2020 9:59:22,Г. СОЛИГОРСК ,31-40,Муж,Да,Нет,Тихановская,Базовое \ Среднее,Не хочу отвечать на этот вопрос,"Viber, Telegram, Вконтакте",80,,город,5
8/3/2020 10:14:18,Гомель,18-30,Жен,Да,Нет,Тихановская,Среднее специальное,Не хочу отвечать на этот вопрос,"Viber, Telegram, Вконтакте, Youtube, Instagram",,,город,3
8/3/2020 10:38:02,"д.Смуга, Брестский район.",41-50,Муж,Да,Нет,Тихановская,Высшее,500 - 1000,"Телевидение, Бумажная пресса, Viber, Одноклассники, Вконтакте",29,,село,1
8/3/2020 10:50:50,"а.г.Клейники, Брестский район.",41-50,Муж,Да,Нет,Затрудняюсь ответить,Базовое \ Среднее,500 - 1000,"Радио, Бумажная пресса, Youtube",29,,село,1
8/3/2020 11:07:23,"а.г.Клейники, Брестский район",41-50,Муж,Да,Нет,Тихановская,Базовое \ Среднее,До 500,Телевидение,29,,село,1
8/3/2020 11:15:02,Гомель,31-40,Муж,Да,Нет,Тихановская,Высшее,выше 2000,"Viber, Telegram, Вконтакте, Youtube, Picabu, Tut.by, onliner",21,,город,3
8/3/2020 11:22:03,Гомель,старше 60,Муж,Да,Нет,Затрудняюсь ответить,Высшее,500 - 1000,"Телевидение, Viber, Telegram, Youtube, Tut.by, ",21,,город,3
8/3/2020 11:37:10,Гомель,старше 60,Муж,Да,Нет,Затрудняюсь ответить,Высшее,До 500,"Телевидение, Viber, Одноклассники, Youtube",21,,город,3
8/3/2020 11:48:46,Гомель,31-40,Муж,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Viber, Telegram, Youtube, Belta, Белсат",21,,город,3
8/3/2020 12:03:59,Гомель,18-30,Муж,Да,Нет,Тихановская,Высшее,500 - 1000,"Вконтакте, Youtube",62,,город,3
8/3/2020 12:04:56,Гомель,18-30,Жен,Да,Затрудняюсь ответить,Тихановская,Другое \ не хочу отвечать,До 500,Вконтакте,62,,город,3
8/3/2020 12:05:02,Гомель,31-40,Муж,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Telegram, Вконтакте, Youtube, Сильные новости Гомель, tut.by, ЭхоМосквы",21,,город,3
8/3/2020 12:05:40,Гомель,18-30,Жен,Да,Нет,Тихановская,Среднее специальное,Не хочу отвечать на этот вопрос,"Viber, Telegram, Вконтакте, Youtube, Instagram",62,,город,3
8/3/2020 12:08:04,Гомель ,31-40,Муж,Да,Нет,Тихановская,Среднее специальное,Не хочу отвечать на этот вопрос,"Youtube, Белсат, Народная правда ",21,,город,3
8/3/2020 12:15:49,Гомель,18-30,Жен,Да,Нет,Тихановская,Базовое \ Среднее,До 500,"Viber, Telegram, Одноклассники, Вконтакте, Youtube, Yandex",21,,город,3
8/3/2020 12:20:22,Гомель,18-30,Жен,Да,Нет,Тихановская,Среднее специальное,1000 - 2000,"Viber, Telegram, Вконтакте, Tut.by, onliner",21,,город,3
8/3/2020 12:21:50,Гомель,18-30,Муж,Да,Затрудняюсь ответить,Тихановская,Среднее специальное,500 - 1000,"Telegram, Вконтакте, Youtube, Tut.by, onliner",21,,город,3
8/3/2020 12:30:53,Гомель,41-50,Жен,Да,Нет,Затрудняюсь ответить,Высшее,500 - 1000,"Телевидение, Telegram, Youtube, Instagram ",21,Против Луки,город,3
8/3/2020 12:34:16,Гомель,18-30,Муж,Нет,,Не пойду,Высшее,выше 2000,"Telegram, Youtube",21,,город,3
8/3/2020 12:42:48,Минск,18-30,Жен,Затрудняюсь ответить,Затрудняюсь ответить,Тихановская,Среднее специальное,1000 - 2000,"Вконтакте, Youtube, Instagram ",21,,город,7
8/3/2020 12:51:58,Жлобин,51-60,Муж,Да,Нет,Тихановская,Базовое \ Среднее,500 - 1000,"Telegram, Беларуски партизан, Хартия97, укранские издания ",21,,город,3
8/3/2020 13:15:09,Гомель,41-50,Жен,Да,Нет,Затрудняюсь ответить,Базовое \ Среднее,500 - 1000,"Телевидение, Viber, Одноклассники, Вконтакте, Mail.ru, tut.by",21,"Сказала, что на выборы пойти ""придется"" (!?)",город,3
8/3/2020 13:20:09,Гомель,31-40,Муж,Да,Нет,Тихановская,Профессионально-техническое,500 - 1000,"Viber, Telegram, Одноклассники",21,,город,3
8/3/2020 13:26:33,Гомель,51-60,Муж,Да,Нет,Тихановская,Профессионально-техническое,500 - 1000,"Одноклассники, Youtube, Tut.by",21,,город,3
8/3/2020 13:31:46,Гомель,старше 60,Муж,Да,Нет,Тихановская,Высшее,До 500,Youtube,21,,город,3
8/3/2020 13:39:24,Гомель,старше 60,Жен,Да,Нет,Затрудняюсь ответить,Среднее специальное,До 500,"Телевидение, Youtube",21,"За Лукашенко, но пока сомневается ",город,3
8/3/2020 13:55:34,г. Брест,18-30,Муж,Да,Нет,Тихановская,Профессионально-техническое,До 500,"Viber, Telegram, Вконтакте, Youtube",29,,город,1
8/3/2020 13:57:50,Гомелт,старше 60,Жен,Да,Нет,Лукашенко,Высшее,До 500,"Телевидение, Viber, Одноклассники, Youtube, Yandex",21,,город,3
8/3/2020 14:03:03,"А.г. Клейники, Брестский район",18-30,Муж,Затрудняюсь ответить,Нет,Тихановская,Базовое \ Среднее,До 500,"Viber, Telegram, Вконтакте, Youtube",29,,село,1
8/3/2020 14:06:25,Гомель,18-30,Жен,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Viber, Вконтакте, Youtube",81,,город,3
8/3/2020 14:08:18,Гомелт,51-60,Муж,Да,Нет,Лукашенко,Среднее специальное,До 500,"Радио, Телевидение",21,,город,3
8/3/2020 14:09:43,Гп. Старобин,31-40,Муж,Да,Нет,Затрудняюсь ответить,Профессионально-техническое,Не хочу отвечать на этот вопрос,Телевидение,80,Г. СОЛИГОРСК 14.08.,город,5
8/3/2020 14:10:06,Гомель,18-30,Жен,Затрудняюсь ответить,Затрудняюсь ответить,Тихановская,Среднее специальное,500 - 1000,"Viber, Одноклассники, Вконтакте",81,,город,3
8/3/2020 14:17:13,Гомель,51-60,Жен,Затрудняюсь ответить,Нет,Затрудняюсь ответить,Среднее специальное,До 500,"Телевидение, Youtube, Tut.by",21,"""Нравятся все кандидаты""",город,3
8/3/2020 14:20:29,Гомель,41-50,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Одноклассники, Вконтакте, Yandex",21,,город,3
8/3/2020 14:23:02,Москва,41-50,Муж,Да,Нет,Тихановская,Высшее,выше 2000,"Viber, Telegram, Youtube",81,,город,0
8/3/2020 14:30:53,Гомель,41-50,Муж,Да,Нет,Затрудняюсь ответить,Среднее специальное,1000 - 2000,"Youtube, Любые новостные сайты ",21,Против Луки,город,3
8/3/2020 14:31:03,Гомель,18-30,Жен,Да,Нет,Тихановская,Среднее специальное,Не хочу отвечать на этот вопрос,"Viber, Telegram, Вконтакте, Youtube, Instagram",62,,город,3
8/3/2020 14:36:52,Гомель,старше 60,Жен,Да,Нет,Тихановская,Базовое \ Среднее,До 500,"Одноклассники, Youtube",21,,город,3
8/3/2020 14:43:47,Гомель,старше 60,Жен,Да,Нет,Лукашенко,Профессионально-техническое,500 - 1000,"Телевидение, Viber, Одноклассники, Youtube",21,,город,3
8/3/2020 14:45:41,Гомель,41-50,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Telegram, Facebook ",81,,город,3
8/3/2020 14:45:48,Гомель,41-50,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Telegram, Facebook ",81,,город,3
8/3/2020 14:48:34,Гомель,31-40,Муж,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Telegram, Вконтакте, Youtube, Сильные новости Гомель, tut.by, euro news ",21,,город,3
8/3/2020 14:50:08,Гомель,18-30,Жен,Да,Нет,Тихановская,Высшее,До 500,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",81,,город,3
8/3/2020 14:54:22,"Д. Малые Мотыкалы, Брестский район.",41-50,Муж,Да,Да,Тихановская,Базовое \ Среднее,500 - 1000,"Радио, Телевидение, Бумажная пресса, Viber, Telegram, Одноклассники, Вконтакте, Youtube",29,,село,1
8/3/2020 14:54:39,Гомель,51-60,Жен,Да,Да,Затрудняюсь ответить,Среднее специальное,До 500,"Телевидение, Viber, Одноклассники, Вконтакте, Youtube, Instagram",21,,город,3
8/3/2020 15:01:22,Гомель,18-30,Жен,Да,Нет,Тихановская,Высшее,До 500,Telegram,81,,город,3
8/3/2020 15:03:52,Гомель ,51-60,Жен,Да,Нет,Затрудняюсь ответить,Высшее,До 500,"Telegram, Youtube, Yandex",21,"За кого будет голосовать - ""личная тайна""",город,3
8/3/2020 15:10:55,Рогачев,31-40,Жен,Да,Нет,Тихановская,Высшее,500 - 1000,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",81,,город,3
8/3/2020 15:12:26,Гомель,старше 60,Жен,Да,Нет,Затрудняюсь ответить,Среднее специальное,До 500,"Телевидение, Бумажная пресса",21,,город,3
8/3/2020 15:18:36,Гомель,31-40,Муж,Да,Нет,Тихановская,Профессионально-техническое,500 - 1000,"Telegram, Одноклассники, Вконтакте, Youtube",91,Хочу что-то изменить в стране,город,3
8/3/2020 15:46:37,Гомель,41-50,Муж,Да,Нет,Лукашенко,Высшее,выше 2000,"Telegram, Вконтакте, Youtube, Yandex, tut.by",21,,город,3
8/3/2020 16:00:22,Гомель ,старше 60,Жен,Да,Затрудняюсь ответить,Затрудняюсь ответить,Высшее,До 500,"Телевидение, Youtube",21,Против Луки,город,3
8/3/2020 16:41:48,Гомель,18-30,Муж,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Телевидение, Telegram, Вконтакте, Youtube",81,Гомель 14.30-16.30,город,3
8/3/2020 16:43:02,Гомель,18-30,Муж,Да,Нет,Тихановская,Среднее специальное,1000 - 2000,"Телевидение, Вконтакте, Youtube",81,Гомель 14.30-16.30,город,3
8/3/2020 16:44:29,Гомель,18-30,Муж,Да,Да,Лукашенко,Высшее,Не хочу отвечать на этот вопрос,"Телевидение, Telegram, Youtube",81,Гомель 14.30-16.30,город,3
8/3/2020 16:45:33,Речица,18-30,Муж,Да,Нет,Тихановская,Среднее специальное,1000 - 2000,Youtube,81,Гомель 14.30-16.30,город,3
8/3/2020 16:47:37,Гомель,18-30,Муж,Да,Затрудняюсь ответить,Затрудняюсь ответить,Высшее,Не хочу отвечать на этот вопрос,"Телевидение, Youtube, Интернет-сми, знакомые",81,Гомель 14.30-16.30,город,3
8/3/2020 16:48:54,Гомель,41-50,Муж,Да,Нет,Тихановская,Высшее,1000 - 2000,"Телевидение, Бумажная пресса, Viber, Вконтакте, Youtube",81,,город,3
8/3/2020 16:49:14,Гомель,18-30,Муж,Да,Затрудняюсь ответить,Тихановская,Среднее специальное,До 500,"Радио, Телевидение, Бумажная пресса, Viber, Telegram, Одноклассники, Вконтакте, Youtube, Обсуждения со знакомыми, коллегами, родными",81,Гомель 14.30-16.30,город,3
8/3/2020 16:50:43,Гомель,18-30,Муж,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Youtube, Альтернативные соцсети",81,Гомель 14.30-16.30,город,3
8/3/2020 16:53:10,Гомель,18-30,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Телевидение, Telegram, Youtube, Вотсап, электронная почта, хартыя'97",81,Гомель 14.30-16.30,город,3
8/3/2020 16:54:30,Бобруйск,51-60,Муж,Да,Да,Лукашенко,Среднее специальное,500 - 1000,Телевидение,32,,город,6
8/3/2020 16:54:44,Гомель,18-30,Жен,Нет,Нет,Не пойду,Среднее специальное,Не хочу отвечать на этот вопрос,Youtube,81,Гомель 14.30-16.30,город,3
8/3/2020 16:56:22,Гомель,18-30,Муж,Да,Нет,Тихановская,Среднее специальное,1000 - 2000,"Youtube, Обсуждения, другие интернет-ресурсы",81,Гомель 14.30-16.30,город,2
8/3/2020 16:57:51,Витебск,18-30,Жен,Да,Нет,Затрудняюсь ответить,Высшее,500 - 1000,"Viber, Telegram, Вконтакте, Youtube",4,,город,2
8/3/2020 16:58:36,Витебск,18-30,Муж,Нет,Нет,Не пойду,Высшее,1000 - 2000,"Viber, Telegram, Вконтакте, Youtube",4,,город,2
8/3/2020 16:59:27,Витебск,51-60,Жен,Да,Нет,Тихановская,Профессионально-техническое,1000 - 2000,"Телевидение, Бумажная пресса, Viber, Одноклассники, Вконтакте, Youtube",4,,город,2
8/3/2020 17:00:28,Витебск,старше 60,Жен,Да,Нет,Тихановская,Высшее,До 500,"Радио, Телевидение, Бумажная пресса",4,За кого голосовать сказали внуки,город,2
8/3/2020 17:01:22,Гомель,18-30,Муж,Да,Нет,Тихановская,Среднее специальное,1000 - 2000,"Youtube, Альтернативные интернет-ресурсы",81,Гомель 14.30-16.30,город,3
8/3/2020 17:02:47,Брест,18-30,Муж,Да,Нет,Затрудняюсь ответить,Высшее,1000 - 2000,"Телевидение, Viber, Telegram, Вконтакте, Youtube, Люди, мнению которых доверяю",81,Гомель 14.30-16.30,город,1
8/3/2020 17:04:21,Гомель,18-30,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Youtube, Информированные люди, альтернативные интернет-ресурсы",81,Гомель 14.30-16.30,город,3
8/3/2020 17:05:40,Гомель,18-30,Жен,Да,Нет,Затрудняюсь ответить,Высшее,Не хочу отвечать на этот вопрос,"Youtube, Разное",81,Гомель 14.30-16.30,город,3
8/3/2020 17:05:43,Г. Брест,18-30,Муж,Да,Нет,Тихановская,Высшее,До 500,"Радио, Телевидение, Бумажная пресса, Viber, Telegram, Вконтакте, Youtube",29,,город,1
8/3/2020 17:07:28,Гомель,41-50,Жен,Да,Нет,Тихановская,,1000 - 2000,"Viber, Telegram, Youtube, Любые интернет-ресурсы",81,Гомель 14.30-16.30,город,3
8/3/2020 17:09:57,Гомель,41-50,Муж,Да,Нет,Тихановская,Высшее,500 - 1000,"Youtube, Интернет-ресурсы, иные соцсети, обсуждения в кругу знакомых",81,Гомель 14.30-16.30,город,3
8/3/2020 17:12:51,Минск,31-40,Муж,Да,Нет,Тихановская,Базовое \ Среднее,500 - 1000,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",66,,город,7
8/3/2020 17:13:58,Слуцк,31-40,Жен,Да,Нет,Тихановская,Высшее,500 - 1000,"Viber, Telegram, Одноклассники, Вконтакте, Youtube, WhatsApp",66,,город,5
8/3/2020 17:15:09,Полоцк,51-60,Муж,Да,Нет,Тихановская,Базовое \ Среднее,Не хочу отвечать на этот вопрос,"Радио, Телевидение, Viber, Telegram, Одноклассники, Вконтакте, Youtube",84,,город,2
8/3/2020 17:17:23,Солигорск ,31-40,Жен,Да,Нет,Тихановская,Среднее специальное,500 - 1000,Вконтакте,80,Солигорск 3.08.2020.с16:00до17:00.14человек оказалось. ,город,5
8/3/2020 17:18:57,Гомель,41-50,Муж,Да,Нет,Тихановская,Высшее,500 - 1000,"Youtube, Интернет-ресурсы, пикеты",81,Гомель 14.30-16.30,город,3
8/3/2020 17:20:28,Рогачев,41-50,Муж,Да,Нет,Против всех,Высшее,выше 2000,"Telegram, Youtube, Интернет-ресурсы",81,Гомель 14.30-16.30,город,3
