Timestamp,Вы из этого населенного пункта? (указываем название нас пункта),"Скажите, пожалуйста, какой у Вас возраст",Укажите пол,Пойдёте ли на президентские выборы?,Будете голосовать досрочно?,За кого планируете голосовать/проголосовали?,Ваш уровень образования?,"Сообщите, пожалуйста, совокупный месячный доход Вашей семьи в бел.руб.",Какими инструментами коммуникации Вы пользуетесь?,Код волонтёра ,Произвольный комментарий волонтера,тип нп,регион
8/6/2020 8:25:33,Минск,старше 60,Жен,Да,Нет,Тихановская,Базовое \ Среднее,До 500,Телевидение,54,"Бабуля, сын рассказывает новости",город,7
8/6/2020 8:28:40,Минск,старше 60,Жен,Да,Да,Против всех,Среднее специальное,500 - 1000,"Радио, Телевидение",54,"Бабуля, не верит ни кому",город,7
8/6/2020 8:31:23,Минск,старше 60,Муж,Да,Да,Лукашенко,Среднее специальное,500 - 1000,Телевидение,54,"Дедуля за ""стабильность""",город,7
8/6/2020 8:34:22,Минск,старше 60,Жен,Затрудняюсь ответить,Нет,Затрудняюсь ответить,Профессионально-техническое,500 - 1000,Телевидение,54,Бабушка-пофигистка,город,7
8/6/2020 8:37:55,Минск,старше 60,Муж,Затрудняюсь ответить,,Затрудняюсь ответить,Высшее,Не хочу отвечать на этот вопрос,"Viber, Telegram, Одноклассники, Вконтакте, Youtube, Интернет",54,Современный дедушка 80+. В теме происходящего в стране,город,7
8/6/2020 8:40:51,Минск,18-30,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",54,,город,7
8/6/2020 8:44:01,Минск,31-40,Муж,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",54,,город,7
8/6/2020 8:46:26,Минск,41-50,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",54,Женщина с ребёнком. Накипело у неё,город,7
8/6/2020 8:49:49,Минск,51-60,Муж,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Телевидение, Viber, Telegram, Одноклассники, Вконтакте, Youtube",54,Мужик предпенсионного возроста. Заряжен на перемены,город,7
8/6/2020 8:53:21,Минск,41-50,Муж,Да,Нет,Против всех,Высшее,1000 - 2000,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",54,"Мужик, не видит достойных кандидатов",город,7
8/6/2020 8:57:01,Минск,41-50,Жен,Да,Нет,Затрудняюсь ответить,Среднее специальное,500 - 1000,"Одноклассники, Вконтакте, Youtube",54,,город,7
8/6/2020 8:59:51,Минск,18-30,Муж,Да,Нет,Тихановская,Высшее,До 500,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",54,Студент ВУЗа,город,7
8/6/2020 9:01:18,Минск,18-30,Муж,Да,Нет,Тихановская,Высшее,До 500,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",54,Студент,город,7
8/6/2020 9:03:55,Мнск,18-30,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",54,Девушка на велосипеде,город,7
8/6/2020 9:07:31,Минск,18-30,Муж,Нет,Нет,Не пойду,Высшее,Не хочу отвечать на этот вопрос,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",54,Парень-пофигист,город,7
8/6/2020 9:10:20,Минск,31-40,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",54,,город,7
8/6/2020 9:11:26,Витебск,18-30,Муж,Нет,Нет,Не пойду,Профессионально-техническое,500 - 1000,"Viber, Telegram, Вконтакте, Youtube",4,Настроен негативно ,город,2
8/6/2020 9:12:58,Минск,31-40,Муж,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",54,,город,7
8/6/2020 9:13:56,Солигорск ,старше 60,Муж,Да,Нет,Против всех,Другое \ не хочу отвечать,Не хочу отвечать на этот вопрос,"Телевидение, Бумажная пресса",80,Солигорск 06 Августа 9:13,город,5
8/6/2020 9:19:00,Минск,41-50,Муж,Да,Нет,Против всех,Среднее специальное,500 - 1000,"Телевидение, Telegram, Одноклассники, Вконтакте, Youtube",54,,город,7
8/6/2020 9:35:15,Минск,51-60,Жен,Да,Затрудняюсь ответить,Затрудняюсь ответить,Базовое \ Среднее,500 - 1000,"Телевидение, Одноклассники",54,,город,7
8/6/2020 9:38:31,Вязовница,51-60,Жен,Да,Да,Лукашенко,Среднее специальное,До 500,"Телевидение, Бумажная пресса, Одноклассники",107,,село,6
8/6/2020 9:39:22,Минск,51-60,Муж,Да,Нет,Тихановская,Среднее специальное,Не хочу отвечать на этот вопрос,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",54,,город,7
8/6/2020 9:42:37,Минск,51-60,Жен,Да,Нет,Тихановская,Высшее,500 - 1000,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",54,,город,7
8/6/2020 9:43:25,Солигорск ,старше 60,Муж,Нет,,Не пойду,Базовое \ Среднее,До 500,"Радио, Телевидение, Бумажная пресса",80,Солигорск 06 Августа 9 :43,город,5
8/6/2020 9:45:35,Минск,18-30,Жен,Да,Нет,Тихановская,Высшее,500 - 1000,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",54,,город,7
8/6/2020 9:47:37,Солигорск ,старше 60,Муж,Да,Нет,Затрудняюсь ответить,Профессионально-техническое,500 - 1000,"Радио, Телевидение, Бумажная пресса, Viber, Одноклассники, Youtube",80,Солигорск 06 Августа 9:47,город,5
8/6/2020 9:50:06,Минск,старше 60,Муж,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Телевидение, Viber, Telegram, Одноклассники, Вконтакте, Youtube",54,,город,7
8/6/2020 9:58:51,Вязовница,старше 60,Жен,Да,Нет,Тихановская,Среднее специальное,До 500,"Телевидение, Бумажная пресса",107,,село,6
8/6/2020 9:59:47,Липень,51-60,Муж,Да,Да,Лукашенко,Профессионально-техническое,500 - 1000,"Радио, Телевидение, Бумажная пресса",107,,село,6
8/6/2020 9:59:49,Минск,51-60,Муж,Нет,Нет,Не пойду,Другое \ не хочу отвечать,Не хочу отвечать на этот вопрос,Телевидение,54,,город,7
8/6/2020 10:03:14,Солигорск ,старше 60,Муж,Да,Нет,Тихановская,Другое \ не хочу отвечать,До 500,"Телевидение, Youtube, Леты новостей Яндекс ",80,Солигорск 06 Августа 10:03,город,5
8/6/2020 10:03:25,Минск,41-50,Муж,Да,Нет,Против всех,Среднее специальное,500 - 1000,"Телевидение, Одноклассники, Вконтакте, Youtube",54,,город,7
8/6/2020 10:05:05,Минск,51-60,Жен,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Телевидение, Одноклассники, Вконтакте, Youtube",54,,город,7
8/6/2020 10:07:08,Минск,старше 60,Муж,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Телевидение, Одноклассники, Youtube",54,,город,7
8/6/2020 10:07:18,Вязовница ,51-60,Жен,Да,Нет,Лукашенко,Высшее,500 - 1000,"Телевидение, Бумажная пресса, Viber, Одноклассники",107,,село,6
8/6/2020 10:21:07,Вязовница ,старше 60,Жен,Да,Уже проголосовал (-а) досрочно,Лукашенко,Высшее,До 500,"Радио, Телевидение",107,,село,6
8/6/2020 10:40:58,Брест,старше 60,Жен,Да,Затрудняюсь ответить,Затрудняюсь ответить,Среднее специальное,До 500,Телевидение,24,"Не за кого голосовать, никому не верю",город,1
8/6/2020 10:54:40,Солигорск ,старше 60,Муж,Да,Нет,Затрудняюсь ответить,Профессионально-техническое,500 - 1000,"Телевидение, Youtube, Ленты новостей ",80,Солигорск 06 Августа 10 :51с9:00до11:00 (7 человек отказались возрасте 50 60+),город,5
8/6/2020 10:58:11,Вязовница ,31-40,Муж,Да,Нет,Лукашенко,Среднее специальное,До 500,"Телевидение, Одноклассники, Вконтакте",107,,село,6
8/6/2020 10:59:49,Брест,41-50,Муж,Да,Нет,Затрудняюсь ответить,Высшее,До 500,"Телевидение, Viber, Одноклассники, Youtube",24,"На вопрос за кого будете голосовать, ответил, что это нескромный вопрос",город,1
8/6/2020 11:00:55,Брест,старше 60,Муж,Да,Нет,Тихановская,Базовое \ Среднее,1000 - 2000,"Telegram, Вконтакте, Youtube",24,Наш человек!,город,1
8/6/2020 11:18:45,г.Глубокое,старше 60,Муж,Да,Нет,Тихановская,Высшее,До 500,"Телевидение, Youtube",8,,город,2
8/6/2020 11:19:53,г.Глубокое,старше 60,Муж,Да,Нет,Тихановская,Высшее,выше 2000,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",8,,город,2
8/6/2020 11:21:40,г.Глубокое,старше 60,Жен,Да,Уже проголосовал (-а) досрочно,Лукашенко,Высшее,500 - 1000,"Телевидение, Бумажная пресса, Одноклассники",8,,город,2
8/6/2020 11:40:46,Вязовница,старше 60,Муж,Да,Нет,Лукашенко,Высшее,500 - 1000,"Телевидение, Бумажная пресса",107,,село,6
8/6/2020 12:04:50,Варшава,18-30,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Telegram, Youtube",79,,город,0
8/6/2020 12:22:20,Гродно,18-30,Муж,Да,Нет,Тихановская,Среднее специальное,1000 - 2000,"Telegram, Youtube",79,,город,4
8/6/2020 12:25:29,Вязовница ,51-60,Жен,Да,Уже проголосовал (-а) досрочно,Лукашенко,Высшее,500 - 1000,"Телевидение, Viber, Одноклассники",107,,село,6
8/6/2020 12:38:35,Гродно ,31-40,Жен,Да,Нет,Тихановская,Высшее,500 - 1000,"Радио, Телевидение, Бумажная пресса, Viber, Telegram, Одноклассники, Вконтакте, Youtube",79,,город,4
8/6/2020 12:40:32,Гродно,старше 60,Жен,Да,Нет,Канопацкая,Высшее,1000 - 2000,"Радио, Телевидение, Viber, Telegram, Youtube",79,,город,4
8/6/2020 12:42:25,Гродно ,51-60,Жен,Да,Нет,Против всех,Высшее,1000 - 2000,Телевидение,79,,город,4
8/6/2020 12:53:24,Гродно,41-50,Жен,Да,Нет,Тихановская,Профессионально-техническое,500 - 1000,"Viber, Telegram",79,,город,4
8/6/2020 12:54:36,Гродянка,31-40,Муж,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",107,,село,6
8/6/2020 12:59:34,Гродно ,41-50,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Telegram, Youtube",79,,город,4
8/6/2020 13:00:20,Гродно,41-50,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Радио, Viber, Telegram, Youtube",79,,город,4
8/6/2020 13:08:37,Гродно,18-30,Жен,Да,Нет,Тихановская,Высшее,Не хочу отвечать на этот вопрос,"Радио, Телевидение, Бумажная пресса, Viber, Telegram, Одноклассники, Вконтакте, Youtube",79,,город,4
8/6/2020 13:13:35,Гродно,41-50,Муж,Да,Затрудняюсь ответить,Лукашенко,Базовое \ Среднее,До 500,"Радио, Телевидение",79,,город,4
8/6/2020 13:18:47,Гродно ,41-50,Муж,Да,Нет,Тихановская,Высшее,500 - 1000,"Viber, Telegram, Вконтакте, Youtube",79,,город,4
8/6/2020 13:25:28,Гродно,старше 60,Жен,Да,Нет,Затрудняюсь ответить,Высшее,1000 - 2000,"Радио, Телевидение, Viber",14,,город,4
8/6/2020 13:26:04,Гродно,18-30,Жен,Да,Нет,Тихановская,Среднее специальное,1000 - 2000,"Viber, Telegram, Youtube",79,,город,4
8/6/2020 13:30:12,Гродно ,18-30,Жен,Да,Нет,Тихановская,Среднее специальное,выше 2000,"Telegram, Вконтакте, Youtube",79,,город,4
8/6/2020 13:43:57,Гродно,старше 60,Жен,Затрудняюсь ответить,Затрудняюсь ответить,Затрудняюсь ответить,Среднее специальное,500 - 1000,Телевидение,14,,город,4
8/6/2020 13:48:52,Брестский район,31-40,Муж,Да,Нет,Затрудняюсь ответить,Среднее специальное,500 - 1000,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",24,Будет голосовать только не за Лу,село,1
8/6/2020 13:49:54,Осиповичи ,51-60,Муж,Да,Нет,Против всех,Высшее,выше 2000,"Радио, Телевидение",104,,город,6
8/6/2020 13:51:02,Осиповичи ,старше 60,Жен,Да,Нет,Тихановская,Среднее специальное,До 500,"Радио, Телевидение, Одноклассники",104,,город,6
8/6/2020 13:51:49,Осиповичи ,старше 60,Жен,Да,Нет,Затрудняюсь ответить,Профессионально-техническое,До 500,"Радио, Телевидение, Бумажная пресса",104,,город,6
8/6/2020 13:52:42,Цель,старше 60,Муж,Да,Нет,Тихановская,Высшее,500 - 1000,"Радио, Телевидение, Бумажная пресса, Viber",104,,село,6
8/6/2020 13:54:13,Осиповичи ,51-60,Жен,Да,Нет,Лукашенко,Среднее специальное,До 500,"Радио, Телевидение, Одноклассники",104,,город,6
8/6/2020 13:57:03,Осиповичи ,31-40,Жен,Да,Да,Тихановская,Высшее,1000 - 2000,"Радио, Viber, Telegram, Одноклассники, Вконтакте, Youtube",104,,город,6
8/6/2020 14:20:33,Гродно,31-40,Жен,Да,Нет,Тихановская,Высшее,Не хочу отвечать на этот вопрос,"Viber, Telegram, Youtube",79,,город,4
8/6/2020 14:28:08,Липень,31-40,Жен,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Viber, Telegram, Одноклассники, Вконтакте, Youtube",107,,село,6
8/6/2020 14:30:06,Вязовница ,старше 60,Жен,Да,Нет,Лукашенко,Среднее специальное,До 500,"Радио, Бумажная пресса",107,,село,6
8/6/2020 14:31:00,Вязовница ,старше 60,Муж,Да,Уже проголосовал (-а) досрочно,Лукашенко,Среднее специальное,500 - 1000,"Радио, Телевидение, Бумажная пресса",107,,село,6
8/6/2020 14:32:13,Вязовница ,старше 60,Муж,Да,Уже проголосовал (-а) досрочно,Лукашенко,Профессионально-техническое,500 - 1000,"Радио, Телевидение, Бумажная пресса",107,,село,6
8/6/2020 14:40:25,Гродно ,18-30,Муж,Да,Нет,Тихановская,Высшее,1000 - 2000,"Viber, Telegram, Youtube",79,,город,4
8/6/2020 14:42:41,Гродно ,51-60,Муж,Да,Нет,Тихановская,Среднее специальное,До 500,"Радио, Телевидение",79,,город,4
8/6/2020 14:44:19,Гродно,18-30,Муж,Да,Нет,Тихановская,Высшее,500 - 1000,"Радио, Телевидение, Viber, Telegram, Вконтакте, Youtube",79,,город,4
8/6/2020 14:50:06,а.г. Клейники,старше 60,Жен,Да,Затрудняюсь ответить,Затрудняюсь ответить,Среднее специальное,До 500,"Телевидение, Бумажная пресса",29,,село,1
8/6/2020 14:55:54,Минск,старше 60,Жен,Нет,Нет,Не пойду,Среднее специальное,До 500,"Телевидение, Viber, Telegram, Youtube",65,"Аполитична, всё надоело, но голосовать не пойдёт. Осуждает систему  и действующую власть. Даже в ""Голосе"" не хочет участвовать. Пусть меняется жизнь, но другими руками. Страх людей гложет и это отвратительно",город,7
8/6/2020 14:56:39,Гродно,18-30,Муж,Да,Нет,Тихановская,Базовое \ Среднее,выше 2000,"Радио, Бумажная пресса, Viber, Telegram, Вконтакте, Youtube",79,,город,4
8/6/2020 15:07:23,"д.Тюхиничи, Брестский район",31-40,Муж,Да,Нет,Тихановская,Среднее специальное,1000 - 2000,"Радио, Телевидение, Viber",29,,село,1
8/6/2020 15:12:00,Клецк,41-50,Муж,Да,Нет,Лукашенко,Среднее специальное,500 - 1000,"Радио, Телевидение, Бумажная пресса, Viber, Youtube",66,,город,5
8/6/2020 15:25:29,Гродно,старше 60,Муж,Да,Нет,Тихановская,Высшее,Не хочу отвечать на этот вопрос,"Радио, Телевидение",79,,город,4
8/6/2020 15:36:43,Могилев,51-60,Жен,Да,Да,Лукашенко,Среднее специальное,Не хочу отвечать на этот вопрос,"Телевидение, Viber",16,,город,6
8/6/2020 15:38:39,Могилев ,51-60,Муж,Да,Уже проголосовал (-а) досрочно,Против всех,Среднее специальное,Не хочу отвечать на этот вопрос,"Телевидение, Бумажная пресса",16,,город,6
8/6/2020 15:52:13,Могилев,старше 60,Жен,Да,Нет,Лукашенко,Профессионально-техническое,500 - 1000,"Телевидение, Бумажная пресса",16,Смотрит Соловья по ночам. «Сматрыце  что творится на Украине.» Даже масло подсолнечное украинское не покупает. Занавес ,город,6
8/6/2020 16:07:35,Минск,старше 60,Жен,Нет,Нет,Не пойду,Среднее специальное,До 500,"Телевидение, Viber, Telegram, Youtube",65,"Аполитична, всё надоело, но голосовать не пойдёт. Осуждает систему  и действующую власть. Даже в ""Голосе"" не хочет участвовать. Пусть меняется жизнь, но другими руками. Страх людей гложет и это отвратительно",город,7
8/6/2020 16:11:37,Агрогородок Зажевичи,18-30,Муж,Да,Нет,Тихановская,Базовое \ Среднее,До 500,"Viber, Вконтакте, Youtube",80,Аг. Зажевичи 06 Августа 16:11,село,5
8/6/2020 16:14:44,Агрогородок Зажевичи ,41-50,Муж,Да,Уже проголосовал (-а) досрочно,Против всех,Среднее специальное,500 - 1000,"Радио, Телевидение",80,Аг. Зажевичи 06 Августа 16:14,село,5
8/6/2020 16:17:06,Пинск,старше 60,Жен,Да,Затрудняюсь ответить,Лукашенко,Высшее,500 - 1000,"Viber, Telegram, Youtube, WhatsApp ",65,"Да. Нет слов. Очень интеллигентные люди, выходцы из деревни. Зам заведующей аптеки, работает ещё ",город,1
8/6/2020 16:28:19,Агрогородок Зажевичи ,старше 60,Жен,Да,Уже проголосовал (-а) досрочно,Лукашенко,Профессионально-техническое,500 - 1000,"Телевидение, Бумажная пресса",80,Агрогородок Зажевичи 06 Августа 16 :28,село,5
8/6/2020 16:29:32,Жабинка,старше 60,Жен,Да,Да,Затрудняюсь ответить,Высшее,500 - 1000,"Телевидение, Бумажная пресса, Viber, Telegram, Одноклассники, Youtube, WhatsApp ",65,"Не говорит за кого проголосовала, уже сходила. Такое ощущение после разговоров с тетками за 60 + : советская психология не убиваема. 
Победит здравый смысл только после того, как уйдёт поколение советских людей. Моё мнение",город,1
8/6/2020 16:38:03,Жабинка,18-30,Жен,Да,Нет,Тихановская,Высшее,500 - 1000,"Телевидение, Viber, Telegram, Одноклассники, Вконтакте, Youtube, WhatsApp ",65,Молодёжь обычно за перемены,город,1
8/6/2020 16:48:25,Агрогородок Зажевичи ,старше 60,Муж,Да,Нет,Тихановская,Высшее,500 - 1000,"Телевидение, Новостная лента Яндекс ",80,"Агрогородок Зажевичи 06 Августа 16 :46""бывший участковый этой деревни """,село,5
8/6/2020 16:55:56,Минск,51-60,Жен,Да,Нет,Тихановская,Среднее специальное,1000 - 2000,"Радио, Телевидение, Бумажная пресса, Viber, Youtube, WhatsApp",66,,город,7
8/6/2020 16:58:28,Агрогородок Зажевичи ,41-50,Жен,Да,Уже проголосовал (-а) досрочно,Против всех,Другое \ не хочу отвечать,500 - 1000,Телевидение,80,Агрогородок Зажевичи 06 Августа 16 :57(16 человек отказались) ,село,5
8/6/2020 17:06:01,Шищицы,старше 60,Жен,Да,Нет,Лукашенко,Базовое \ Среднее,500 - 1000,"Радио, Телевидение, Бумажная пресса",66,,село,5
8/6/2020 17:10:33,Могилёв ,18-30,Жен,Да,Нет,Тихановская,Высшее,500 - 1000,"Telegram, Вконтакте, Youtube",105,,город,6
8/6/2020 17:10:40,Агрогородок Цирин,старше 60,Жен,Да,Нет,Тихановская,Базовое \ Среднее,500 - 1000,"Телевидение, Бумажная пресса",114,,село,4
8/6/2020 17:14:15,Агрогородок Цирин,18-30,Жен,Да,Нет,Тихановская,,,"Telegram, Вконтакте, Youtube",114,,село,4
8/6/2020 17:18:24,Жабинка,41-50,Жен,Да,Нет,Тихановская,Базовое \ Среднее,До 500,"Телевидение, Viber, Telegram, Youtube, WhatsApp ",65,Активная гражданская позиция. Она хорошая женщина,город,1
8/6/2020 17:24:05,Гродно,18-30,Муж,Да,Нет,Тихановская,Среднее специальное,Не хочу отвечать на этот вопрос,"Viber, Telegram, Вконтакте, Youtube",79,,город,4
8/6/2020 17:25:00,Агрогородок Цирин,51-60,Муж,Да,Нет,Тихановская,Высшее,500 - 1000,Tut.by,114,,село,4
8/6/2020 17:25:35,Гродно,18-30,Муж,Да,Нет,Тихановская,Высшее,Не хочу отвечать на этот вопрос,"Viber, Telegram, Вконтакте, Youtube",79,,город,4
8/6/2020 17:33:43,Агрогородок Цирин,51-60,Жен,Да,Да,Против всех,,,,114,,село,4
8/6/2020 17:38:50,"Серяги, Слуцкий р-н",старше 60,Жен,Да,Да,Лукашенко,Среднее специальное,500 - 1000,"Радио, Телевидение, Бумажная пресса",66,,село,5
8/6/2020 17:39:47,"Новогрудский район, г.п. Любча",18-30,Муж,Да,Нет,Тихановская,Среднее специальное,500 - 1000,"Радио, Телевидение, Бумажная пресса, Viber, Одноклассники, Вконтакте, Youtube",76,,город,4
8/6/2020 17:39:58,Серяги,18-30,Муж,Да,Нет,Тихановская,Профессионально-техническое,выше 2000,"Телевидение, Viber, Telegram, Вконтакте, Youtube, инстаграм",66,,село,5
8/6/2020 17:42:13,Новогрудок,старше 60,Жен,Да,Нет,Лукашенко,Среднее специальное,До 500,"Телевидение, Бумажная пресса",76,,город,4
8/6/2020 17:42:59,Новогрудок,31-40,Муж,Да,Нет,Тихановская,Среднее специальное,До 500,"Viber, Youtube",76,,город,4
8/6/2020 17:43:38,Новогрудок,41-50,Муж,Да,Нет,Тихановская,Среднее специальное,До 500,"Радио, Телевидение, Бумажная пресса, Viber",76,,город,4
8/6/2020 17:44:20,Новогрудок,41-50,Жен,Да,Нет,Тихановская,Среднее специальное,До 500,"Viber, Youtube",76,,город,4
8/6/2020 17:44:59,Новогрудок,31-40,Жен,Да,Нет,Тихановская,Высшее,500 - 1000,"Viber, Telegram, Youtube",76,,город,4
8/6/2020 17:45:33,Агрогородок Цирин,41-50,Жен,Да,Нет,Лукашенко,,,,114,,село,4
8/6/2020 17:46:10,"Новогрудский район, деревня Голынь",41-50,Жен,Да,Да,Затрудняюсь ответить,Среднее специальное,500 - 1000,"Радио, Телевидение, Бумажная пресса",76,,село,4
8/6/2020 17:46:50,"Новогрудский район, деревня Голынь",41-50,Муж,Да,Нет,Затрудняюсь ответить,Среднее специальное,500 - 1000,"Радио, Телевидение, Бумажная пресса, Youtube",76,,село,4
8/6/2020 17:47:45,Новогрудок,51-60,Жен,Да,Нет,Тихановская,Высшее,До 500,"Радио, Телевидение, Бумажная пресса",76,,город,4
8/6/2020 17:48:34,Новогрудок,41-50,Жен,Да,Да,Затрудняюсь ответить,Среднее специальное,До 500,"Радио, Телевидение, Бумажная пресса",76,,город,4
8/6/2020 17:49:22,"Новогрудский район, деревня Негневичи",41-50,Жен,Нет,,Не пойду,Среднее специальное,До 500,"Радио, Телевидение, Бумажная пресса",76,,село,4
8/6/2020 17:50:03,Новогрудок,51-60,Жен,Да,Нет,Тихановская,Среднее специальное,До 500,Одноклассники,76,,город,4
8/6/2020 17:50:45,Новогрудок,51-60,Жен,Да,Нет,Тихановская,Профессионально-техническое,До 500,"Радио, Телевидение, Бумажная пресса, Viber, Одноклассники",76,,город,4
8/6/2020 17:51:25,Новогрудок,41-50,Жен,Да,Нет,Тихановская,Высшее,500 - 1000,,76,,город,4
8/6/2020 17:52:07,Новогрудок,51-60,Жен,Да,Нет,Тихановская,Высшее,До 500,,76,,город,4
8/6/2020 17:52:39,Агрогородок Цирин,старше 60,Муж,Да,Нет,Затрудняюсь ответить,,,,114,,село,4
8/6/2020 17:52:41,Новогрудок,31-40,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Радио, Viber, Telegram, Одноклассники, Youtube",76,,город,4
8/6/2020 17:53:08,Новогрудок,31-40,Жен,Да,Нет,Тихановская,Высшее,1000 - 2000,"Телевидение, Viber, Telegram, Вконтакте, Youtube",76,,город,4
8/6/2020 17:53:53,"Новогрудский район, деревня Попковичи",51-60,Жен,Да,Затрудняюсь ответить,Против всех,Профессионально-техническое,500 - 1000,"Телевидение, Viber, Одноклассники, Youtube",76,,село,4
8/6/2020 17:58:52,"Речицкий район, д. Унорица",51-60,Муж,Нет,Нет,Не пойду,Профессионально-техническое,Не хочу отвечать на этот вопрос,"Радио, Телевидение, Бумажная пресса, Viber",91,,село,3
8/6/2020 18:03:51,Агрогородок Цирин,старше 60,Муж,Да,Да,Затрудняюсь ответить,,,,114,,село,4
8/6/2020 18:03:52,Агрогородок Цирин,старше 60,Муж,Да,Да,Затрудняюсь ответить,,,,114,,село,4
8/6/2020 18:09:43,Могилев,старше 60,Жен,Да,Нет,Тихановская,Высшее,До 500,"Телевидение, Viber, Telegram, Одноклассники",110,,город,6
8/6/2020 18:16:48,Могилёв ,41-50,Муж,Да,Нет,Тихановская,Высшее,,,105,,город,6
8/6/2020 18:18:42,Могилёв ,51-60,Жен,Да,Нет,Тихановская,Высшее,Не хочу отвечать на этот вопрос,,105,,город,6
8/6/2020 18:26:51,Д. Тесово,31-40,Жен,Нет,,Не пойду,Другое \ не хочу отвечать,Не хочу отвечать на этот вопрос,Телевидение,80,Д. Тесово 06 Августа 18:26,село,5
8/6/2020 18:27:34,Агрогородок Цирин,41-50,Жен,Да,Да,Лукашенко,,,,114,,село,4
8/6/2020 18:29:18,Д. Тесово,18-30,Муж,Да,Нет,Тихановская,Среднее специальное,До 500,"Телевидение, Viber, Одноклассники, Вконтакте, Youtube",80,Д. Тесово 06 Августа 18 :29,село,5
8/6/2020 18:29:29,Агрогородок Цирин,41-50,Жен,Да,Да,Лукашенко,Высшее,500 - 1000,Телевидение,114,,село,4
8/6/2020 18:41:43,Д. Тесово ,старше 60,Муж,Нет,,Не пойду,Другое \ не хочу отвечать,Не хочу отвечать на этот вопрос,"Радио, Телевидение",80,Д. Тесово 06 Августа 18 :41,село,5
8/6/2020 18:43:37,Д. Тесово ,51-60,Жен,Да,Уже проголосовал (-а) досрочно,Лукашенко,Профессионально-техническое,500 - 1000,"Радио, Телевидение, Бумажная пресса",80,Д. Тесово 06 Августа 18 :43,село,5
8/6/2020 18:44:35,г.Глубокое,старше 60,Муж,Да,Нет,Черечень,Высшее,500 - 1000,"Радио, Телевидение, Бумажная пресса",8,,город,2
8/6/2020 18:46:11,Агрогородок Цирин,41-50,Муж,Да,Нет,Лукашенко,,,,114,,село,4
8/6/2020 18:51:04,Д. Тесово ,51-60,Жен,Да,Нет,Тихановская,Высшее,Не хочу отвечать на этот вопрос,"Viber, Одноклассники, Вконтакте, Youtube",80,Д. Тесово 06 Августа 18 :50,село,5
8/6/2020 19:01:18,Д. Тесово ,31-40,Муж,Да,Уже проголосовал (-а) досрочно,Против всех,Среднее специальное,500 - 1000,"Телевидение, Вконтакте, Youtube",80,Д. Тесово 06 Августа 19:00,село,5
8/6/2020 19:07:26,Д. Тесово ,старше 60,Муж,Да,Нет,Затрудняюсь ответить,Другое \ не хочу отвечать,До 500,"Радио, Телевидение",80,Д. Тесово 06 Августа 19:04 оказалось 4 человека. ,село,5
8/6/2020 19:24:05,Гродно,41-50,Муж,Да,Нет,Против всех,Среднее специальное,500 - 1000,"Viber, Telegram",79,,город,4
8/6/2020 19:24:56,Гродно ,31-40,Жен,Да,Нет,Тихановская,Высшее,Не хочу отвечать на этот вопрос,"Viber, Telegram, Youtube",79,,город,4
8/6/2020 19:25:47,Брест,18-30,Жен,Нет,Нет,Не пойду,Высшее,Не хочу отвечать на этот вопрос,"Viber, Telegram, Youtube",79,,город,1
8/6/2020 19:26:49,Гродно,18-30,Жен,Да,Нет,Тихановская,Высшее,До 500,"Телевидение, Viber, Telegram, Вконтакте, Youtube",79,,город,4
8/6/2020 19:28:18,"Речицкий район, д. Унорица",старше 60,Жен,Да,Уже проголосовал (-а) досрочно,Лукашенко,Базовое \ Среднее,До 500,"Радио, Телевидение, Бумажная пресса",91,Бабушка 80+,село,3
